pidlink,rural_no_migration,urban_no_migration,urban_to_rural_migration,rural_to_urban_migration,rural_to_rural_migration,urban_to_urban_migration
78040003.0,0,1,0,0,0,0
78043102.0,0,1,0,0,0,0
78050002.0,0,1,0,0,0,0
78050003.0,0,1,0,0,0,0
78050004.0,0,1,0,0,0,0
78060001.0,0,1,0,0,0,0
78060002.0,0,1,0,0,0,0
78060003.0,0,1,0,0,0,0
78060004.0,0,1,0,0,0,0
78070003.0,0,0,0,0,0,1
78070009.0,0,0,0,0,0,1
78080001.0,0,1,0,0,0,0
78080002.0,0,1,0,0,0,0
78080005.0,0,1,0,0,0,0
78100002.0,0,1,0,0,0,0
78110002.0,0,0,0,0,0,1
78120001.0,0,1,0,0,0,0
78120002.0,0,1,0,0,0,0
78120003.0,0,1,0,0,0,0
78120006.0,0,1,0,0,0,0
78120007.0,0,1,0,0,0,0
78130002.0,0,1,0,0,0,0
78130003.0,0,1,0,0,0,0
78150001.0,0,1,0,0,0,0
78150002.0,0,0,0,0,0,1
78160002.0,0,1,0,0,0,0
78160004.0,0,1,0,0,0,0
78170004.0,0,1,0,0,0,0
78170005.0,0,1,0,0,0,0
78180002.0,0,1,0,0,0,0
78180003.0,0,1,0,0,0,0
78180004.0,0,1,0,0,0,0
78200002.0,0,1,0,0,0,0
78200004.0,0,1,0,0,0,0
78410007.0,0,0,0,0,0,1
78430002.0,0,1,0,0,0,0
78430003.0,0,1,0,0,0,0
78433101.0,0,1,0,0,0,0
78440002.0,0,1,0,0,0,0
79020004.0,0,1,0,0,0,0
79020007.0,0,1,0,0,0,0
79030002.0,0,1,0,0,0,0
79040002.0,0,1,0,0,0,0
79050001.0,0,1,0,0,0,0
79050002.0,0,1,0,0,0,0
79070001.0,0,1,0,0,0,0
79070002.0,0,1,0,0,0,0
79090001.0,0,1,0,0,0,0
79090002.0,0,1,0,0,0,0
79090003.0,0,1,0,0,0,0
79100002.0,0,1,0,0,0,0
79100003.0,0,0,0,0,0,1
79100004.0,0,0,0,0,0,1
79110003.0,0,1,0,0,0,0
79110007.0,0,1,0,0,0,0
79113102.0,0,1,0,0,0,0
79140001.0,0,1,0,0,0,0
79140002.0,0,1,0,0,0,0
79140003.0,0,1,0,0,0,0
79170001.0,0,1,0,0,0,0
79170002.0,0,1,0,0,0,0
79410002.0,0,1,0,0,0,0
79410005.0,0,1,0,0,0,0
79430010.0,0,1,0,0,0,0
79433307.0,0,1,0,0,0,0
80090006.0,0,1,0,0,0,0
80090008.0,0,1,0,0,0,0
80110001.0,0,0,0,0,0,1
80120002.0,0,1,0,0,0,0
80130004.0,0,1,0,0,0,0
80180001.0,0,1,0,0,0,0
80180002.0,0,1,0,0,0,0
81020002.0,0,0,0,0,0,1
81030002.0,0,1,0,0,0,0
81030003.0,0,1,0,0,0,0
81040001.0,0,1,0,0,0,0
81040002.0,0,1,0,0,0,0
81040005.0,0,0,0,0,0,1
81063102.0,0,1,0,0,0,0
81100002.0,0,1,0,0,0,0
81150001.0,0,1,0,0,0,0
81150002.0,0,1,0,0,0,0
81150003.0,0,1,0,0,0,0
81150005.0,0,1,0,0,0,0
81150010.0,0,0,0,0,0,1
81180001.0,0,1,0,0,0,0
81180003.0,0,0,0,0,0,1
81180010.0,0,1,0,0,0,0
81200002.0,0,1,0,0,0,0
82020003.0,0,1,0,0,0,0
82020004.0,0,1,0,0,0,0
82020005.0,0,1,0,0,0,0
82023102.0,0,1,0,0,0,0
82030004.0,0,1,0,0,0,0
82030008.0,0,1,0,0,0,0
82030001.0,0,1,0,0,0,0
82031102.0,0,1,0,0,0,0
82040001.0,0,1,0,0,0,0
82040002.0,0,1,0,0,0,0
82040004.0,0,1,0,0,0,0
82050001.0,0,1,0,0,0,0
82050002.0,0,1,0,0,0,0
82050003.0,0,1,0,0,0,0
82053102.0,0,1,0,0,0,0
82060010.0,0,1,0,0,0,0
82060012.0,0,0,0,0,0,1
82063101.0,0,1,0,0,0,0
82070001.0,0,1,0,0,0,0
82070002.0,0,0,0,0,0,1
82070005.0,0,0,0,0,0,1
82080002.0,0,1,0,0,0,0
82110002.0,0,1,0,0,0,0
82150001.0,0,1,0,0,0,0
82150002.0,0,1,0,0,0,0
82150005.0,0,1,0,0,0,0
82150006.0,0,0,0,0,0,1
82150009.0,0,1,0,0,0,0
82150010.0,0,1,0,0,0,0
82160001.0,0,1,0,0,0,0
82160002.0,0,1,0,0,0,0
82160003.0,0,1,0,0,0,0
82160005.0,0,1,0,0,0,0
82163201.0,0,1,0,0,0,0
82180001.0,0,1,0,0,0,0
82180002.0,0,1,0,0,0,0
82200005.0,0,1,0,0,0,0
83050002.0,0,1,0,0,0,0
83050003.0,0,1,0,0,0,0
83080003.0,0,1,0,0,0,0
83090001.0,0,1,0,0,0,0
83090002.0,0,0,0,0,0,1
83110010.0,0,1,0,0,0,0
83110011.0,0,1,0,0,0,0
83110003.0,0,1,0,0,0,0
83113101.0,0,1,0,0,0,0
83110004.0,0,1,0,0,0,0
83113201.0,0,1,0,0,0,0
83120001.0,0,0,0,0,0,1
83120002.0,0,0,0,0,0,1
83130002.0,0,0,0,0,0,1
83130004.0,0,1,0,0,0,0
83130008.0,0,1,0,0,0,0
83140001.0,0,1,0,0,0,0
83140002.0,0,1,0,0,0,0
83140005.0,0,1,0,0,0,0
83160002.0,0,1,0,0,0,0
83160005.0,0,1,0,0,0,0
83160006.0,0,1,0,0,0,0
83170002.0,0,1,0,0,0,0
83170006.0,0,1,0,0,0,0
83173101.0,0,1,0,0,0,0
83180002.0,0,1,0,0,0,0
83180003.0,0,1,0,0,0,0
83183101.0,0,1,0,0,0,0
83190001.0,0,1,0,0,0,0
83190006.0,0,1,0,0,0,0
83420006.0,0,1,0,0,0,0
83420010.0,0,1,0,0,0,0
83440002.0,0,1,0,0,0,0
83440006.0,0,1,0,0,0,0
84010001.0,0,1,0,0,0,0
84040001.0,0,0,0,0,0,1
84050002.0,0,1,0,0,0,0
84050006.0,0,1,0,0,0,0
84050007.0,0,1,0,0,0,0
84053102.0,0,1,0,0,0,0
84053106.0,0,1,0,0,0,0
84060010.0,0,1,0,0,0,0
84060006.0,0,1,0,0,0,0
84060002.0,0,1,0,0,0,0
84070001.0,0,1,0,0,0,0
84070008.0,0,1,0,0,0,0
84070012.0,0,1,0,0,0,0
84073107.0,0,1,0,0,0,0
84084102.0,0,1,0,0,0,0
84100001.0,0,1,0,0,0,0
84110010.0,0,1,0,0,0,0
84112102.0,0,0,0,0,1,0
84130001.0,0,1,0,0,0,0
84130002.0,0,1,0,0,0,0
84130003.0,0,1,0,0,0,0
84130004.0,0,1,0,0,0,0
84150001.0,0,1,0,0,0,0
84200002.0,0,1,0,0,0,0
85010002.0,0,1,0,0,0,0
85020005.0,0,0,0,0,0,1
85020006.0,0,1,0,0,0,0
85020003.0,0,1,0,0,0,0
85023101.0,0,1,0,0,0,0
85050002.0,0,0,0,0,0,1
85100002.0,0,1,0,0,0,0
85100003.0,0,1,0,0,0,0
85110003.0,0,1,0,0,0,0
85113102.0,0,1,0,0,0,0
85140001.0,0,1,0,0,0,0
85140002.0,0,1,0,0,0,0
85160003.0,0,1,0,0,0,0
85170001.0,0,1,0,0,0,0
85170002.0,0,1,0,0,0,0
85200003.0,0,1,0,0,0,0
85200005.0,0,1,0,0,0,0
86050003.0,0,1,0,0,0,0
86053101.0,0,1,0,0,0,0
86060001.0,0,1,0,0,0,0
86070007.0,0,1,0,0,0,0
86073101.0,0,1,0,0,0,0
86100001.0,0,1,0,0,0,0
86100002.0,0,1,0,0,0,0
86110002.0,1,0,0,0,0,0
86113106.0,1,0,0,0,0,0
86140001.0,0,1,0,0,0,0
86140002.0,0,1,0,0,0,0
86140004.0,0,1,0,0,0,0
86140005.0,0,1,0,0,0,0
86180003.0,0,1,0,0,0,0
86180008.0,0,1,0,0,0,0
86180006.0,0,1,0,0,0,0
86183203.0,0,1,0,0,0,0
86190001.0,0,0,0,0,0,1
86190002.0,0,0,0,0,0,1
86190003.0,0,0,0,0,0,1
86190009.0,0,1,0,0,0,0
86200002.0,0,1,0,0,0,0
86200004.0,0,1,0,0,0,0
87020001.0,0,1,0,0,0,0
87020002.0,0,1,0,0,0,0
87020003.0,0,1,0,0,0,0
87020006.0,0,0,0,0,0,1
87022102.0,0,0,0,0,0,1
87020009.0,0,0,0,0,0,1
87020012.0,0,0,0,0,0,1
87030006.0,0,1,0,0,0,0
87030007.0,0,0,0,0,0,1
87030003.0,0,1,0,0,0,0
87030004.0,0,1,0,0,0,0
87080005.0,0,1,0,0,0,0
87100005.0,0,1,0,0,0,0
87100002.0,0,1,0,0,0,0
87140001.0,0,1,0,0,0,0
87140002.0,0,1,0,0,0,0
87160006.0,0,1,0,0,0,0
87160007.0,0,1,0,0,0,0
87160011.0,0,1,0,0,0,0
87161101.0,0,1,0,0,0,0
87160004.0,0,1,0,0,0,0
87163102.0,0,1,0,0,0,0
87190001.0,0,1,0,0,0,0
87200002.0,0,1,0,0,0,0
87200004.0,0,1,0,0,0,0
87200003.0,0,1,0,0,0,0
87202101.0,0,1,0,0,0,0
88030004.0,0,1,0,0,0,0
88030007.0,0,1,0,0,0,0
88040001.0,0,1,0,0,0,0
88040002.0,0,1,0,0,0,0
88040003.0,0,1,0,0,0,0
88040004.0,0,1,0,0,0,0
88050001.0,0,1,0,0,0,0
88050002.0,0,1,0,0,0,0
88050003.0,0,1,0,0,0,0
88050007.0,0,1,0,0,0,0
88050008.0,0,1,0,0,0,0
88060001.0,0,1,0,0,0,0
88060002.0,0,0,0,0,0,1
88080001.0,1,0,0,0,0,0
88080002.0,1,0,0,0,0,0
88090001.0,0,1,0,0,0,0
88100002.0,0,1,0,0,0,0
88100004.0,0,1,0,0,0,0
88100007.0,0,1,0,0,0,0
88110003.0,1,0,0,0,0,0
88110005.0,1,0,0,0,0,0
88110010.0,1,0,0,0,0,0
88130002.0,0,0,0,1,0,0
88130005.0,0,0,0,1,0,0
88140003.0,0,1,0,0,0,0
88160002.0,0,0,0,0,0,1
88170004.0,0,1,0,0,0,0
88170003.0,0,1,0,0,0,0
88173102.0,0,1,0,0,0,0
88180001.0,0,0,0,0,0,1
88190004.0,0,1,0,0,0,0
88200001.0,0,1,0,0,0,0
88200002.0,0,1,0,0,0,0
89040001.0,0,1,0,0,0,0
89040002.0,0,1,0,0,0,0
89040005.0,0,1,0,0,0,0
89090002.0,0,1,0,0,0,0
89100001.0,0,1,0,0,0,0
89100002.0,0,1,0,0,0,0
89110001.0,0,1,0,0,0,0
89110005.0,0,1,0,0,0,0
89110002.0,0,0,0,0,0,1
89110003.0,0,0,0,0,0,1
89180003.0,0,1,0,0,0,0
89183101.0,0,1,0,0,0,0
89200002.0,0,1,0,0,0,0
89200004.0,0,1,0,0,0,0
90030002.0,0,1,0,0,0,0
90031102.0,0,1,0,0,0,0
90040003.0,0,1,0,0,0,0
90050001.0,0,1,0,0,0,0
90050003.0,0,1,0,0,0,0
90050002.0,1,0,0,0,0,0
90060003.0,0,0,0,0,0,1
90063103.0,0,0,0,0,0,1
90070001.0,0,1,0,0,0,0
90070002.0,0,1,0,0,0,0
90070003.0,0,1,0,0,0,0
90070004.0,0,1,0,0,0,0
90073103.0,0,1,0,0,0,0
90100003.0,0,1,0,0,0,0
90100011.0,0,1,0,0,0,0
90120001.0,0,1,0,0,0,0
90120002.0,0,1,0,0,0,0
90150001.0,0,1,0,0,0,0
90150002.0,0,1,0,0,0,0
90150003.0,0,0,0,0,0,1
90410001.0,0,1,0,0,0,0
90410002.0,0,1,0,0,0,0
91020001.0,0,1,0,0,0,0
91020002.0,0,1,0,0,0,0
91020006.0,0,0,0,0,0,1
91040005.0,0,1,0,0,0,0
91040006.0,0,1,0,0,0,0
91060005.0,0,1,0,0,0,0
91060010.0,0,1,0,0,0,0
91060008.0,0,1,0,0,0,0
91070001.0,0,1,0,0,0,0
91070002.0,0,1,0,0,0,0
91070003.0,0,1,0,0,0,0
91080001.0,0,1,0,0,0,0
91080002.0,0,1,0,0,0,0
91090001.0,0,1,0,0,0,0
91090002.0,0,1,0,0,0,0
91100001.0,0,1,0,0,0,0
91100002.0,0,1,0,0,0,0
91110001.0,0,1,0,0,0,0
91110002.0,0,1,0,0,0,0
91130008.0,0,1,0,0,0,0
91130010.0,0,1,0,0,0,0
91140001.0,0,1,0,0,0,0
91140002.0,0,0,0,0,0,1
91140003.0,0,0,0,0,0,1
91150002.0,0,1,0,0,0,0
91170001.0,0,1,0,0,0,0
91170002.0,0,1,0,0,0,0
91170005.0,0,1,0,0,0,0
91180001.0,0,1,0,0,0,0
91180002.0,0,1,0,0,0,0
91180005.0,0,1,0,0,0,0
91180007.0,0,1,0,0,0,0
91190001.0,0,1,0,0,0,0
91190002.0,0,1,0,0,0,0
92010001.0,0,1,0,0,0,0
92010002.0,0,0,0,0,0,1
92010003.0,0,1,0,0,0,0
92020002.0,0,1,0,0,0,0
92023102.0,0,1,0,0,0,0
92040006.0,0,1,0,0,0,0
92040007.0,0,1,0,0,0,0
92040008.0,0,0,0,1,0,0
92040009.0,0,1,0,0,0,0
92050001.0,0,0,0,0,0,1
92050002.0,0,0,0,0,0,1
92060002.0,0,1,0,0,0,0
92070001.0,0,1,0,0,0,0
92070002.0,0,1,0,0,0,0
92080007.0,0,1,0,0,0,0
92080011.0,0,1,0,0,0,0
92110002.0,0,1,0,0,0,0
92110004.0,0,1,0,0,0,0
92110005.0,0,1,0,0,0,0
92110006.0,0,1,0,0,0,0
92130002.0,0,1,0,0,0,0
92140001.0,0,1,0,0,0,0
92140002.0,0,1,0,0,0,0
92150001.0,0,1,0,0,0,0
92150002.0,0,1,0,0,0,0
92160007.0,1,0,0,0,0,0
93010004.0,0,1,0,0,0,0
93010006.0,0,1,0,0,0,0
93010003.0,0,0,0,0,0,1
93010008.0,0,0,0,0,0,1
93010010.0,0,0,0,0,0,1
93010012.0,1,0,0,0,0,0
93013102.0,1,0,0,0,0,0
93020006.0,0,1,0,0,0,0
93030003.0,0,1,0,0,0,0
93030005.0,0,1,0,0,0,0
93040003.0,0,1,0,0,0,0
93050001.0,0,1,0,0,0,0
93050002.0,0,1,0,0,0,0
93050003.0,0,1,0,0,0,0
93060001.0,0,1,0,0,0,0
93060002.0,0,1,0,0,0,0
93070001.0,0,0,0,0,0,1
93070002.0,0,1,0,0,0,0
93100002.0,0,1,0,0,0,0
93100007.0,0,1,0,0,0,0
93140005.0,0,1,0,0,0,0
93140008.0,0,1,0,0,0,0
93140003.0,0,1,0,0,0,0
93143102.0,0,1,0,0,0,0
93160001.0,0,1,0,0,0,0
93160002.0,0,1,0,0,0,0
93160003.0,0,0,0,0,0,1
93160005.0,0,0,0,0,0,1
93160006.0,0,0,0,0,0,1
93170002.0,0,1,0,0,0,0
93180003.0,0,0,0,0,0,1
93180007.0,0,0,0,0,0,1
93200005.0,0,0,0,0,0,1
93203102.0,0,0,0,0,0,1
94010001.0,0,1,0,0,0,0
94010002.0,0,1,0,0,0,0
94010003.0,0,1,0,0,0,0
94020001.0,0,1,0,0,0,0
94020002.0,0,0,0,0,0,1
94020005.0,0,1,0,0,0,0
94020007.0,0,1,0,0,0,0
94020003.0,1,0,0,0,0,0
94023102.0,1,0,0,0,0,0
94040001.0,0,1,0,0,0,0
94040004.0,0,1,0,0,0,0
94050001.0,0,1,0,0,0,0
94050002.0,0,1,0,0,0,0
94050003.0,0,0,0,0,0,1
94060002.0,1,0,0,0,0,0
94060003.0,1,0,0,0,0,0
94070002.0,1,0,0,0,0,0
94090002.0,0,1,0,0,0,0
94100001.0,0,1,0,0,0,0
94100006.0,0,0,0,0,0,1
94110001.0,0,1,0,0,0,0
94110002.0,0,1,0,0,0,0
94110004.0,0,1,0,0,0,0
94110005.0,0,1,0,0,0,0
94120001.0,0,1,0,0,0,0
94120002.0,0,1,0,0,0,0
94130001.0,0,1,0,0,0,0
94130002.0,0,1,0,0,0,0
94150001.0,1,0,0,0,0,0
94153101.0,1,0,0,0,0,0
94190002.0,0,1,0,0,0,0
95050001.0,0,1,0,0,0,0
95050003.0,0,1,0,0,0,0
95100001.0,0,1,0,0,0,0
95110004.0,0,1,0,0,0,0
95140001.0,0,1,0,0,0,0
95140002.0,0,1,0,0,0,0
95140003.0,0,1,0,0,0,0
95140005.0,0,1,0,0,0,0
95140009.0,0,1,0,0,0,0
95160004.0,0,1,0,0,0,0
95160010.0,0,1,0,0,0,0
95170003.0,0,0,0,0,0,1
95173102.0,0,0,0,0,0,1
95190003.0,0,1,0,0,0,0
95410001.0,0,1,0,0,0,0
95440001.0,0,1,0,0,0,0
95440002.0,0,1,0,0,0,0
95450001.0,0,1,0,0,0,0
95450008.0,0,1,0,0,0,0
95453102.0,0,1,0,0,0,0
95450005.0,0,1,0,0,0,0
95453201.0,0,1,0,0,0,0
95470002.0,0,1,0,0,0,0
95470004.0,0,1,0,0,0,0
95473101.0,0,1,0,0,0,0
96010002.0,0,1,0,0,0,0
96010003.0,0,1,0,0,0,0
96010009.0,0,1,0,0,0,0
96020001.0,0,1,0,0,0,0
96020003.0,0,1,0,0,0,0
96030001.0,0,1,0,0,0,0
96040003.0,0,1,0,0,0,0
96040002.0,0,1,0,0,0,0
96050014.0,0,1,0,0,0,0
96140003.0,0,1,0,0,0,0
96150001.0,0,1,0,0,0,0
96150002.0,0,1,0,0,0,0
96170004.0,1,0,0,0,0,0
96180002.0,0,1,0,0,0,0
96180003.0,0,1,0,0,0,0
96190001.0,0,1,0,0,0,0
96190002.0,0,1,0,0,0,0
97030001.0,0,0,1,0,0,0
97040001.0,0,1,0,0,0,0
97040002.0,0,1,0,0,0,0
97040005.0,0,1,0,0,0,0
97080002.0,0,1,0,0,0,0
97080005.0,0,1,0,0,0,0
97110003.0,0,1,0,0,0,0
97110004.0,0,1,0,0,0,0
97120002.0,0,1,0,0,0,0
97170001.0,0,1,0,0,0,0
97170003.0,0,1,0,0,0,0
97170006.0,0,1,0,0,0,0
97180005.0,0,1,0,0,0,0
97200001.0,0,1,0,0,0,0
97200002.0,0,1,0,0,0,0
98020001.0,0,1,0,0,0,0
98020002.0,0,1,0,0,0,0
98030003.0,0,1,0,0,0,0
98030006.0,0,1,0,0,0,0
98030008.0,0,1,0,0,0,0
98050002.0,0,1,0,0,0,0
98070003.0,0,1,0,0,0,0
98070009.0,0,1,0,0,0,0
98070011.0,0,1,0,0,0,0
98090008.0,0,1,0,0,0,0
98110004.0,1,0,0,0,0,0
98170003.0,0,1,0,0,0,0
98170004.0,0,1,0,0,0,0
98180001.0,0,1,0,0,0,0
98180005.0,0,1,0,0,0,0
98183102.0,0,1,0,0,0,0
98200001.0,0,1,0,0,0,0
98200002.0,0,0,0,0,0,1
99010002.0,0,1,0,0,0,0
99010003.0,0,1,0,0,0,0
99010004.0,0,0,0,0,0,1
99010005.0,0,1,0,0,0,0
99020003.0,0,0,0,0,0,1
99030001.0,0,1,0,0,0,0
99030002.0,0,1,0,0,0,0
99040001.0,0,1,0,0,0,0
99040002.0,0,1,0,0,0,0
99040004.0,0,1,0,0,0,0
99050002.0,0,1,0,0,0,0
99060002.0,0,1,0,0,0,0
99060004.0,0,1,0,0,0,0
99070001.0,0,1,0,0,0,0
99070002.0,0,1,0,0,0,0
99080003.0,0,1,0,0,0,0
99080011.0,0,1,0,0,0,0
99080002.0,1,0,0,0,0,0
99080007.0,0,0,0,0,1,0
99081201.0,1,0,0,0,0,0
99080004.0,0,1,0,0,0,0
99080012.0,0,0,0,0,0,1
99080013.0,0,1,0,0,0,0
99080008.0,0,1,0,0,0,0
99090005.0,0,0,0,0,0,1
99110012.0,0,1,0,0,0,0
99110013.0,0,1,0,0,0,0
99140004.0,0,1,0,0,0,0
99140005.0,0,1,0,0,0,0
99150002.0,0,1,0,0,0,0
99160001.0,0,1,0,0,0,0
99160003.0,0,1,0,0,0,0
99163101.0,0,1,0,0,0,0
99170002.0,0,1,0,0,0,0
99170004.0,0,1,0,0,0,0
99190001.0,0,1,0,0,0,0
99190002.0,0,1,0,0,0,0
99190003.0,0,1,0,0,0,0
100010001.0,0,1,0,0,0,0
100010002.0,0,1,0,0,0,0
100010004.0,0,1,0,0,0,0
100020001.0,0,1,0,0,0,0
100020002.0,0,1,0,0,0,0
100030001.0,0,1,0,0,0,0
100030002.0,0,1,0,0,0,0
100040002.0,0,0,0,0,0,1
100040003.0,0,1,0,0,0,0
100043101.0,0,1,0,0,0,0
100060002.0,0,1,0,0,0,0
100060005.0,0,1,0,0,0,0
100060004.0,0,1,0,0,0,0
100070001.0,0,1,0,0,0,0
100070002.0,0,1,0,0,0,0
100070004.0,0,1,0,0,0,0
100080002.0,0,1,0,0,0,0
100080007.0,0,1,0,0,0,0
100083101.0,0,1,0,0,0,0
100080006.0,0,1,0,0,0,0
100083201.0,0,1,0,0,0,0
100090002.0,1,0,0,0,0,0
100090004.0,0,0,1,0,0,0
100093104.0,0,0,1,0,0,0
100110002.0,1,0,0,0,0,0
100120001.0,0,1,0,0,0,0
100120002.0,0,1,0,0,0,0
100130002.0,0,0,0,0,0,1
100150001.0,0,1,0,0,0,0
100150002.0,0,1,0,0,0,0
100150003.0,0,1,0,0,0,0
100150004.0,0,1,0,0,0,0
100150005.0,0,0,0,0,0,1
100170003.0,0,1,0,0,0,0
100173104.0,0,1,0,0,0,0
100180002.0,0,1,0,0,0,0
100200001.0,0,1,0,0,0,0
100200003.0,0,1,0,0,0,0
100200005.0,0,1,0,0,0,0
100430005.0,0,0,0,0,0,1
100440001.0,0,1,0,0,0,0
100440002.0,0,1,0,0,0,0
100440006.0,0,1,0,0,0,0
101010002.0,0,1,0,0,0,0
101040001.0,0,1,0,0,0,0
101040002.0,0,1,0,0,0,0
101040003.0,0,1,0,0,0,0
101040004.0,0,1,0,0,0,0
101050001.0,0,1,0,0,0,0
101050002.0,0,1,0,0,0,0
101070005.0,0,1,0,0,0,0
101070007.0,0,1,0,0,0,0
101070008.0,0,1,0,0,0,0
101080002.0,1,0,0,0,0,0
101100002.0,0,1,0,0,0,0
101120001.0,0,1,0,0,0,0
101120002.0,0,1,0,0,0,0
101120003.0,0,1,0,0,0,0
101130003.0,0,1,0,0,0,0
101130009.0,0,1,0,0,0,0
101130014.0,0,1,0,0,0,0
101130001.0,0,1,0,0,0,0
101130002.0,0,1,0,0,0,0
101130006.0,0,1,0,0,0,0
101130007.0,0,1,0,0,0,0
101130005.0,0,1,0,0,0,0
101133202.0,0,1,0,0,0,0
101150002.0,0,1,0,0,0,0
101153102.0,0,1,0,0,0,0
101160002.0,1,0,0,0,0,0
102010003.0,0,1,0,0,0,0
102010004.0,0,1,0,0,0,0
102020002.0,0,1,0,0,0,0
102020005.0,0,1,0,0,0,0
102030002.0,0,1,0,0,0,0
102030004.0,0,0,0,0,0,1
102060002.0,0,1,0,0,0,0
102060004.0,0,1,0,0,0,0
102070001.0,0,1,0,0,0,0
102070003.0,0,0,0,0,0,1
102070002.0,1,0,0,0,0,0
102080004.0,0,1,0,0,0,0
102080012.0,0,1,0,0,0,0
102090003.0,0,0,0,0,0,1
102090004.0,0,0,0,0,0,1
102100004.0,0,1,0,0,0,0
102103102.0,0,1,0,0,0,0
102100005.0,0,1,0,0,0,0
102110011.0,0,1,0,0,0,0
102110003.0,0,0,0,0,0,1
102130005.0,0,1,0,0,0,0
102140002.0,1,0,0,0,0,0
102140003.0,1,0,0,0,0,0
102150001.0,0,1,0,0,0,0
102150002.0,0,1,0,0,0,0
102150003.0,0,1,0,0,0,0
102160002.0,0,1,0,0,0,0
102170005.0,0,1,0,0,0,0
102180007.0,1,0,0,0,0,0
102200002.0,0,1,0,0,0,0
102200003.0,0,1,0,0,0,0
102200004.0,0,0,0,0,0,1
102200009.0,0,1,0,0,0,0
103030002.0,0,1,0,0,0,0
103160001.0,0,1,0,0,0,0
103160002.0,0,1,0,0,0,0
104010001.0,0,1,0,0,0,0
104010002.0,0,1,0,0,0,0
104030002.0,0,1,0,0,0,0
104030003.0,0,1,0,0,0,0
104030005.0,0,1,0,0,0,0
104070002.0,0,1,0,0,0,0
104080005.0,0,1,0,0,0,0
104080008.0,0,1,0,0,0,0
104080009.0,0,1,0,0,0,0
104090005.0,0,1,0,0,0,0
104100002.0,0,1,0,0,0,0
104100004.0,0,1,0,0,0,0
104120001.0,0,1,0,0,0,0
104120002.0,0,1,0,0,0,0
104140003.0,0,1,0,0,0,0
104140008.0,0,1,0,0,0,0
104150002.0,0,1,0,0,0,0
104150005.0,0,0,0,0,0,1
104180001.0,0,1,0,0,0,0
104180008.0,0,1,0,0,0,0
104180009.0,0,1,0,0,0,0
104180003.0,0,1,0,0,0,0
104180010.0,0,1,0,0,0,0
104190001.0,0,1,0,0,0,0
104190002.0,0,1,0,0,0,0
104200001.0,1,0,0,0,0,0
105020002.0,0,0,0,0,0,1
105020004.0,0,1,0,0,0,0
105020008.0,0,0,0,0,0,1
105030002.0,0,1,0,0,0,0
105080002.0,0,1,0,0,0,0
105080007.0,0,1,0,0,0,0
105090001.0,0,1,0,0,0,0
105090002.0,0,1,0,0,0,0
105100003.0,0,1,0,0,0,0
105110001.0,0,1,0,0,0,0
105110002.0,0,1,0,0,0,0
105110003.0,0,1,0,0,0,0
105120001.0,0,1,0,0,0,0
105120002.0,0,1,0,0,0,0
105140010.0,0,1,0,0,0,0
105150002.0,0,1,0,0,0,0
105150004.0,0,1,0,0,0,0
105180002.0,0,1,0,0,0,0
105180004.0,0,1,0,0,0,0
105190004.0,0,0,0,0,0,1
105190005.0,0,0,0,0,0,1
105410001.0,0,1,0,0,0,0
105410002.0,0,1,0,0,0,0
105410003.0,0,1,0,0,0,0
106010007.0,0,0,0,0,1,0
106013102.0,1,0,0,0,0,0
106010009.0,0,0,1,0,0,0
106070001.0,0,1,0,0,0,0
106070002.0,0,1,0,0,0,0
106070006.0,0,1,0,0,0,0
106070007.0,0,1,0,0,0,0
106080001.0,0,1,0,0,0,0
106080002.0,0,1,0,0,0,0
106080004.0,0,1,0,0,0,0
106100008.0,0,1,0,0,0,0
106100009.0,0,1,0,0,0,0
106100010.0,0,1,0,0,0,0
106100003.0,0,1,0,0,0,0
106120006.0,0,1,0,0,0,0
106120002.0,0,0,0,0,0,1
106120003.0,0,1,0,0,0,0
106121103.0,0,1,0,0,0,0
106130001.0,0,1,0,0,0,0
106130004.0,0,1,0,0,0,0
106150008.0,0,1,0,0,0,0
106150011.0,0,1,0,0,0,0
106150010.0,0,1,0,0,0,0
106160001.0,0,1,0,0,0,0
106160002.0,0,1,0,0,0,0
106410002.0,1,0,0,0,0,0
107010002.0,0,1,0,0,0,0
107010008.0,0,1,0,0,0,0
107040002.0,0,1,0,0,0,0
107060004.0,0,0,0,1,0,0
107063201.0,0,0,0,1,0,0
107060003.0,0,1,0,0,0,0
107070004.0,0,0,0,1,0,0
107070003.0,0,1,0,0,0,0
107073102.0,0,1,0,0,0,0
107080002.0,0,1,0,0,0,0
107110002.0,0,1,0,0,0,0
107120002.0,0,1,0,0,0,0
107120003.0,0,0,0,1,0,0
107130001.0,0,1,0,0,0,0
107130002.0,0,1,0,0,0,0
107140002.0,0,1,0,0,0,0
107150003.0,1,0,0,0,0,0
107150004.0,1,0,0,0,0,0
107160003.0,1,0,0,0,0,0
107170001.0,1,0,0,0,0,0
107170002.0,1,0,0,0,0,0
107170005.0,1,0,0,0,0,0
107180001.0,0,1,0,0,0,0
107180002.0,0,1,0,0,0,0
107180004.0,0,0,1,0,0,0
107190007.0,0,1,0,0,0,0
107190008.0,0,1,0,0,0,0
107190005.0,1,0,0,0,0,0
107200001.0,0,1,0,0,0,0
107200002.0,0,1,0,0,0,0
107220001.0,0,1,0,0,0,0
107220002.0,0,1,0,0,0,0
107220004.0,0,1,0,0,0,0
107230006.0,0,1,0,0,0,0
