hhid14_9,age,male,pidlink
107050003,19,1,107055102
107050003,44,1,107055107
107064100,54,1,107060001
107064100,69,0,107060002
107063100,32,0,107060003
107060000,32,0,107060004
107064200,25,0,107060006
107063100,36,1,107063105
107060000,41,1,107063201
107064200,37,1,107064202
107070000,74,1,107070001
107074100,51,0,107070002
107073100,41,1,107070003
107070000,32,1,107070004
107070005,22,0,107070005
107070006,22,1,107070006
107074100,17,1,107070008
107070009,19,0,107070009
107070000,23,0,107070015
107073100,39,0,107073102
107073100,15,0,107073103
107074100,45,1,107074101
107070005,28,1,107075102
107080000,46,1,107080001
107080000,46,0,107080002
107084100,27,0,107080003
107080000,24,1,107080004
107080000,15,1,107080005
107110000,67,0,107110002
107120000,46,0,107120002
107120000,26,1,107120003
107130000,70,1,107130001
107130000,65,0,107130002
107140000,53,1,107140001
107140000,49,0,107140002
107144100,35,1,107140003
107144200,32,0,107140004
107140007,26,0,107140007
107144100,32,0,107144102
107144200,35,1,107144201
107140007,26,1,107145102
107150002,43,1,107150002
107150000,32,0,107150003
107150000,43,1,107150004
107150002,33,0,107155102
107150002,17,1,107155103
107150002,15,0,107155104
107160000,32,0,107160003
107170000,53,1,107170001
107170000,47,0,107170002
107174100,30,1,107170003
107174200,28,0,107170004
107172100,34,0,107170005
107170000,18,1,107170007
107172100,19,0,107172103
107174100,28,0,107174102
107174200,34,1,107174201
107180000,56,1,107180001
107180000,49,0,107180002
107184100,35,1,107180003
107180004,29,0,107180004
107180005,25,1,107180005
107184100,31,0,107184103
107190000,69,0,107190002
107194600,36,1,107190004
107191100,31,0,107190005
107194300,26,0,107190006
107190000,40,0,107190007
107190000,47,1,107190008
107190009,21,1,107190009
107192100,17,0,107191106
107194100,61,0,107194102
107194300,31,1,107194303
107194600,27,0,107194601
107200000,55,1,107200001
107200000,49,0,107200002
107200000,15,0,107200008
107220000,47,1,107220001
107220000,45,0,107220002
107220000,22,0,107220004
107220000,20,0,107220005
107220006,17,1,107220006
107220007,16,0,107220007
107220000,19,1,107220008
107230004,29,0,107230004
107230000,43,1,107230006
107230000,40,0,107230007
107230000,16,0,107230008
107230004,37,1,107232209
107241100,35,0,107240004
107240000,27,0,107240005
107240006,23,0,107240006
107241100,49,1,107241101
107240000,36,1,107244101
107240006,30,1,107245102
107250000,51,1,107250001
107250000,44,0,107250002
107250003,28,0,107250003
107250005,23,0,107250005
107250000,15,0,107250008
107260000,83,0,107260002
107260000,42,0,107260003
107260000,48,1,107260004
107260000,21,1,107260005
107260007,32,1,107260007
107260008,18,1,107260008
107260000,15,0,107260009
107270000,52,1,107270001
107270000,47,0,107270002
107280000,68,1,107280001
107280000,52,0,107280002
107284100,33,0,107280003
107280005,30,1,107280005
107284200,37,1,107280006
107284100,16,1,107280009
107284100,42,1,107281101
107290000,56,1,107290001
107290003,34,0,107290003
107290004,25,1,107290004
107290005,26,1,107290005
107290000,54,0,107290006
107290003,32,1,107295101
107290004,31,0,107295202
107290005,21,0,107295302
107300000,76,0,107300002
107300000,54,1,107300003
108020000,73,0,108020001
108020002,33,1,108020002
108034100,30,1,108030003
108034200,28,1,108030004
108034100,29,0,108034102
108034200,26,0,108034202
108040000,65,1,108040001
108044100,58,0,108040002
108040003,32,1,108040003
108044100,30,1,108040004
108040000,28,0,108040005
108044100,22,1,108040006
108040003,30,0,108040007
108044100,22,0,108044104
108050000,59,1,108050001
108050000,52,0,108050002
108050000,32,1,108050003
108054200,29,0,108050004
108050005,27,0,108050005
108050000,23,1,108050006
108054200,33,1,108054201
108050005,30,1,108055101
108064100,44,0,108060002
108064200,41,0,108060004
108060000,43,0,108060005
108060000,45,1,108060006
108060000,15,1,108060007
108064100,44,1,108064101
108064200,42,1,108064201
108074100,38,0,108070003
108074100,41,1,108070004
108074100,18,0,108070005
108074100,15,0,108070006
108080000,59,0,108080001
108080004,35,0,108080004
108080004,39,1,108085101
108090000,56,1,108090001
108090000,39,0,108090002
108094100,30,0,108090003
108090000,29,0,108090004
108090000,32,1,108090007
108094100,37,1,108094101
108120000,40,1,108120003
108130000,72,1,108130001
108130000,62,0,108130002
108134100,45,1,108130003
108134100,42,0,108130004
108134200,40,1,108130006
108130000,37,1,108130007
108130008,25,0,108130008
108130009,22,0,108130009
108130000,33,0,108130010
108134100,20,1,108133105
108134200,38,0,108134202
108130008,25,1,108135101
108130009,31,1,108135201
108140000,57,1,108140001
108140000,56,0,108140002
108140000,30,1,108140004
108140000,24,1,108140005
108140000,17,1,108140007
108160000,55,1,108160001
108160000,44,0,108160002
108160000,23,1,108160003
108160000,18,0,108160005
108174100,37,0,108170003
108170000,31,1,108170004
108170000,39,0,108170005
108174100,36,1,108174101
108193100,45,0,108190003
108193200,40,0,108190004
108193200,17,0,108190006
108193100,42,1,108193101
108193100,19,0,108193103
108193200,48,1,108193201
108200000,36,0,108200004
108200006,29,0,108200006
108200000,26,0,108200008
108203100,47,0,108200010
108203100,53,1,108200011
108203100,24,1,108200014
108203100,17,1,108200015
108200000,40,1,108200016
108200006,33,1,108205101
109020000,65,1,109020001
109020000,57,0,109020002
109024100,34,1,109020003
109020000,17,0,109020005
109024100,25,0,109024102
109030000,60,1,109030001
109030000,53,0,109030002
109034100,34,0,109030003
109030005,25,1,109030005
109034100,38,1,109030007
109034100,17,1,109030008
109030000,16,1,109030010
109030005,20,0,109035102
109040000,43,0,109040001
109040000,47,1,109040005
109064100,37,0,109060004
109060000,15,1,109060006
109060000,64,1,109060009
109070000,71,1,109070001
109074100,34,1,109070003
109074200,30,0,109070004
109070006,25,1,109070006
109074100,25,0,109074102
109070006,22,0,109075102
109080000,56,1,109080001
109080000,45,0,109080002
109080000,30,1,109080003
109080000,27,0,109080004
109080000,22,1,109080006
109080000,16,1,109080008
109090000,76,1,109090001
109090000,72,0,109090002
109090000,32,1,109090003
109090000,20,0,109090005
109100000,51,1,109100001
109100000,49,0,109100002
109100000,20,1,109100007
109100000,16,1,109100008
109110000,48,1,109110001
109110000,44,0,109110002
109110000,19,1,109110005
109130000,69,0,109130002
109134100,35,0,109130004
109130000,30,1,109130005
109130006,26,0,109130006
109130000,20,1,109130009
109130000,15,1,109130010
109130000,24,0,109130013
109134100,44,1,109134101
109130006,30,1,109135101
109140000,53,0,109140001
109140000,35,1,109140002
109143100,31,0,109140003
109140000,22,0,109140007
109140000,59,1,109140010
109143100,16,0,109143103
109150000,60,1,109150001
109150000,55,0,109150002
109154100,35,0,109150003
109150000,31,1,109150004
109154200,29,0,109150005
109150000,26,0,109150006
109150008,20,1,109150008
109154100,17,0,109150009
109150000,29,1,109150013
109154100,48,1,109154101
109154100,25,1,109154107
109154200,42,1,109154201
109163100,35,0,109160005
109163100,39,1,109160006
109163100,17,0,109160007
109200000,36,1,109170003
109170000,32,0,109170004
109170000,42,1,109170006
109180000,55,1,109180001
109180000,46,0,109180002
109180000,22,0,109180004
109203100,34,0,109200002
109200000,29,0,109200003
109200000,79,0,109200006
109200000,54,1,109200007
109200000,19,1,109200008
109203100,37,1,109203106
109220000,49,0,109220001
109220003,28,1,109220003
109220000,21,0,109220006
109220000,19,0,109220007
109220000,17,1,109220008
109220003,20,0,109225102
109230000,58,1,109230001
109230000,58,0,109230002
109230000,19,1,109230008
109230000,15,1,109230011
109240000,54,0,109240001
109244100,37,0,109240002
109240000,32,1,109240003
109240000,18,0,109240007
109240000,62,1,109240009
109250000,61,1,109250001
109250000,56,0,109250002
109253100,34,0,109250004
109250000,21,0,109250006
109254100,22,0,109250007
109253100,43,1,109250008
109250000,29,1,109250009
109254100,26,1,109254102
109263100,26,0,109260002
109270000,48,1,109270001
109270000,46,0,109270002
109270000,27,1,109270003
109270000,23,0,109270004
109270000,23,1,109270005
109270000,23,0,109270012
109270000,48,1,109270013
109284100,89,0,109280002
109284100,42,1,109280004
109281100,40,0,109280005
109281100,51,1,109280007
109284100,26,0,109284102
109290000,75,1,109290001
109290000,71,0,109290002
109293100,51,0,109290003
109293100,56,1,109290004
109294100,36,1,109290006
109294200,24,0,109290007
109293100,21,0,109290008
109293100,21,1,109290009
109293100,19,1,109290010
109293100,24,1,109293109
109294100,29,0,109294102
109294200,30,1,109294201
109300000,46,1,109300001
109300000,37,0,109300002
109300000,18,1,109300003
109300000,16,0,109300004
110010000,47,1,110010001
110010003,25,0,110010003
110013100,43,1,110010004
110013100,35,0,110013102
110010003,28,1,110015101
110020000,51,1,110020001
110020000,44,0,110020002
110020000,27,1,110020003
110020000,25,0,110020004
110020000,31,1,110024201
110030000,59,0,110030002
110030000,38,1,110030003
110030000,27,0,110030004
110030000,23,1,110030005
110030000,56,1,110030006
110033100,42,1,110030007
110030000,34,1,110030009
110030000,86,1,110030010
110033100,37,0,110033102
110033100,16,0,110033103
110040000,59,0,110040004
110044100,31,1,110040005
110040000,19,0,110040006
110044100,29,0,110044104
110050000,50,0,110050003
110050000,47,1,110050004
110050005,31,0,110050005
110050000,15,1,110050007
110050005,32,1,110055102
110060004,32,1,110060004
110060006,22,1,110060006
110064200,23,1,110060007
110060006,82,0,110060008
110060000,46,0,110060009
110060000,64,0,110060013
110060004,29,0,110065102
110060006,19,0,110065202
110070000,57,1,110070001
110070000,48,0,110070002
110070003,31,0,110070003
110074200,26,1,110070004
110070000,16,1,110070005
110070003,37,1,110070006
110081100,38,0,110080003
110081100,18,1,110081103
110090000,56,0,110090001
110090000,35,1,110090002
110090000,25,0,110090003
110090000,18,0,110090004
110090000,26,1,110090007
110100000,55,1,110100001
110100000,51,0,110100002
110103100,36,0,110100003
110104100,30,0,110100004
110100000,19,0,110100005
110103100,41,1,110100006
110103100,17,0,110100007
110104100,31,1,110104101
110110000,56,1,110110001
110110000,52,0,110110002
110110000,27,0,110110003
110120000,56,1,110120001
110120000,46,0,110120002
110120003,30,1,110120003
110124100,25,0,110120004
110124100,31,1,110124102
110120003,24,0,110125102
110130000,61,1,110130001
110130000,51,0,110130002
110134100,35,1,110130003
110134200,30,1,110130004
110130006,16,0,110130006
110134200,32,0,110134204
110140000,73,1,110140001
110140000,71,0,110140002
110144100,38,1,110140003
110140000,37,1,110140004
110144100,28,0,110144102
110150000,79,1,110150001
110150000,72,0,110150002
110153100,35,0,110150003
110153200,33,0,110150004
110150000,26,1,110150005
110153103,40,1,110151104
110153100,18,0,110151105
110153200,34,1,110153202
110160000,78,1,110160001
110160000,73,0,110160002
110160000,46,1,110160004
110163100,43,0,110160005
110161200,30,1,110160007
110160000,38,0,110160008
110163100,16,1,110163103
110170000,71,0,110170002
110171100,46,1,110170004
110170000,39,1,110170005
110171100,36,0,110171102
110171100,17,0,110171103
110180000,69,1,110180001
110180000,65,0,110180002
110183100,43,0,110180003
110184100,46,1,110180004
110183100,48,1,110180005
110180006,24,0,110180006
110184100,38,0,110180007
110180009,17,1,110180009
110180006,30,1,110185101
110190000,49,0,110190002
110194100,34,1,110190003
110190000,24,1,110190004
110190000,58,1,110190005
110194100,34,0,110194102
110200000,73,0,110200001
110200000,33,0,110200007
110200000,17,0,110200008
110200009,45,0,110200009
110200009,24,0,110200010
110200009,18,0,110200011
110200009,48,1,110205101
110210000,69,1,110210001
110210000,60,0,110210002
110213100,37,0,110210003
110213100,46,1,110213101
110213100,19,1,110213103
110220000,60,1,110220001
110220000,55,0,110220002
110220003,37,1,110220003
110224200,46,1,110220004
110224200,39,0,110220005
110224200,19,0,110220006
110224100,27,0,110224102
110240000,47,0,110240001
110240000,50,1,110240004
110250000,54,1,110250001
110250000,56,0,110250002
110250003,32,1,110250003
110250003,26,0,110255102
110280000,72,0,110280002
110280000,17,0,110280005
110290000,60,1,110290001
110290000,50,0,110290002
110290003,36,1,110290003
110294100,33,0,110290004
110290000,23,0,110290006
110290000,16,1,110290007
110290000,22,1,110290009
110294100,34,1,110294103
110290003,36,0,110295102
110300000,54,0,110300004
110300000,39,1,110300005
110300000,35,0,110300006
110300000,26,0,110300008
110300000,18,1,110300009
111010000,48,1,111010001
111010000,47,0,111010002
111010000,74,1,111010005
111010000,19,1,111010006
111010000,22,0,111010010
111020000,49,1,111020001
111020000,42,0,111020002
111020000,23,1,111020003
111020000,18,0,111020004
111030000,57,0,111030001
111030008,17,1,111030008
111040000,68,1,111040001
111040000,61,0,111040002
111044100,43,1,111040003
111043200,37,0,111040005
111040006,35,1,111040006
111043300,46,1,111040008
111043200,37,1,111043201
111043200,15,1,111043203
111043300,40,0,111043302
111044100,42,0,111044102
111040006,37,0,111045102
111050000,68,0,111050002
111050003,31,1,111050003
111050000,26,0,111050004
111050000,30,1,111050005
111050003,32,0,111055102
111070000,45,1,111070002
111073100,40,0,111070003
111073100,46,1,111070004
111073100,20,0,111070005
111070000,41,0,111070006
111073100,15,1,111073104
111080000,54,1,111080001
111080000,52,0,111080002
111090000,61,1,111090001
111090000,57,0,111090002
111090000,31,1,111090003
111090000,29,1,111090004
111090000,26,0,111090007
111120000,66,1,111120001
111120000,60,0,111120002
111120000,33,0,111120003
111120000,37,1,111120006
111124100,33,0,111124101
111124100,34,1,111124102
111130000,66,1,111130001
111130000,59,0,111130002
111131100,39,1,111130003
111130006,28,1,111130006
111131100,34,0,111131103
111130006,27,0,111135102
111144100,37,0,111140003
111144100,42,1,111144102
111150000,68,1,111150001
111150000,61,0,111150002
111190000,62,1,111190001
111190000,59,0,111190002
111190000,35,0,111190003
111190005,31,1,111190005
111190000,35,1,111190007
111190005,29,0,111195102
112020000,57,0,112020002
112021100,49,1,112020003
112020000,26,1,112020004
112021100,48,0,112021102
112021100,21,1,112021103
112021100,18,1,112021104
112021100,16,1,112021105
112040000,54,0,112040002
112040000,28,1,112040004
112040000,21,0,112040005
112040000,64,1,112040008
112080000,54,1,112080001
112080000,50,0,112080002
112080000,24,1,112080004
112080000,34,0,112080006
112080000,23,0,112080007
112103100,46,0,112100003
112103200,39,0,112100006
112103100,48,1,112103101
112160000,60,1,112160001
112160000,55,0,112160002
112161100,61,0,112160005
112160006,34,1,112160006
112160006,25,0,112165102
112170000,51,1,112170001
112170000,45,0,112170002
112174100,27,0,112170003
112170004,22,0,112170004
112180000,48,1,112180001
112180000,54,0,112180002
112180005,21,0,112180005
112180000,17,1,112180006
113010000,54,1,113010001
113010000,49,0,113010002
113010004,25,0,113010004
113010000,20,0,113010005
113010000,23,1,113010008
113010004,26,1,113015101
113020000,63,0,113020002
113023100,46,1,113020003
113023200,43,0,113020004
113024100,39,0,113020006
113024300,33,0,113020008
113024400,31,0,113020009
113023200,46,1,113020010
113023200,24,0,113020011
113023100,33,0,113023102
113023100,15,0,113023103
113024300,34,1,113024301
113024400,36,1,113024401
113080000,59,1,113030001
113030000,48,0,113030002
113030003,29,1,113030003
113030004,24,0,113030004
113030000,20,1,113030005
113030003,24,0,113035102
113030004,33,1,113035201
113050000,54,1,113050001
113050000,45,0,113050002
113054100,27,0,113050003
113054100,32,1,113054101
113060000,76,1,113060001
113060000,69,0,113060002
113060000,37,1,113060004
113063200,37,1,113060005
113064200,35,0,113060006
113060007,33,1,113060007
113060000,36,0,113060008
113063100,33,0,113063104
113063200,22,0,113063205
113064200,36,1,113064205
113060007,26,0,113065102
113070000,64,1,113070001
113070000,56,0,113070002
113070003,33,1,113070003
113074100,30,1,113070004
113070000,22,1,113070005
113074100,37,0,113074102
113070003,31,0,113075102
113080000,74,0,113080001
113084100,40,0,113080002
113083100,36,0,113080003
113084200,36,1,113080004
113083100,39,1,113083101
113084101,40,1,113084101
113084200,32,0,113084202
113090000,63,0,113090001
113090000,36,1,113090002
113093100,46,1,113090003
113093100,42,0,113090004
113093100,19,1,113090005
113090000,31,0,113090006
113100000,43,0,113100002
113100003,25,1,113100003
113100000,47,1,113100004
113100000,15,1,113100005
113110000,75,0,113110001
113111200,43,1,113110003
113114100,39,1,113110004
113113100,37,1,113110005
113111100,52,0,113110006
113111100,22,1,113110007
113111200,37,0,113110008
113111100,15,0,113111105
113113100,34,0,113113102
113114100,34,0,113114102
113120000,64,0,113120001
113120000,44,1,113120002
113123100,40,1,113120003
113120000,35,0,113120004
113120000,19,1,113120005
113123100,33,0,113123104
113130000,56,1,113130001
113130000,44,0,113130002
113130000,28,1,113130003
113130004,24,1,113130004
113130006,20,0,113130006
113130000,16,1,113130007
113130000,28,0,113130008
113130004,20,0,113135102
113130006,27,1,113135201
113140000,46,1,113140001
113140000,40,0,113140002
113140003,22,1,113140003
113154100,64,1,113150001
113150000,61,0,113150002
113150000,33,0,113150003
113150000,31,1,113150004
113150000,23,0,113150006
113150000,21,1,113150007
113150000,32,1,113154201
113160000,52,1,113160001
113160000,46,0,113160002
113164100,30,0,113160003
113160004,27,1,113160004
113160005,25,0,113160005
113160000,19,0,113160007
113160000,16,0,113160008
113160004,22,0,113165102
113160005,35,1,113165202
113170000,71,0,113170002
113171100,45,0,113170003
113173100,41,0,113170004
113171100,49,1,113170005
113173100,45,1,113170006
113170007,22,0,113170007
113174100,27,1,113170008
113171100,20,0,113171105
113171100,17,0,113171106
113171100,15,1,113171107
113171100,20,1,113171109
113174100,32,0,113174106
113170007,26,1,113175101
113180000,78,0,113180002
113184100,43,1,113180005
113180000,37,1,113180006
113183100,43,0,113180007
113183100,19,1,113180008
113181100,18,0,113181103
113181100,16,1,113181104
113183100,15,1,113183104
113180000,35,0,113184202
113190000,66,1,113190001
113194100,39,1,113190003
113194400,31,0,113190006
113190007,20,0,113190007
113190008,18,0,113190008
113194100,32,0,113190009
113194200,29,0,113194202
113190007,28,1,113195101
113200000,81,0,113200002
114010000,65,1,114010001
114010000,57,0,114010002
114010000,31,0,114010005
114010000,25,0,114010006
114010000,21,1,114010007
114020000,59,0,114020001
114024100,40,1,114020002
114023100,39,0,114020003
114020004,37,1,114020004
114020000,30,0,114020005
114020000,37,1,114020007
114023100,42,1,114023101
114024100,36,0,114024102
114020004,19,0,114025102
114034100,43,0,114030003
114034100,19,1,114034103
114040000,55,1,114040001
114040000,50,0,114040002
114040000,29,0,114040003
114040000,21,1,114040005
114050000,59,1,114050001
114050000,53,0,114050002
114050000,33,0,114050003
114050004,29,1,114050004
114050000,24,1,114050005
114050000,19,1,114050006
114050000,15,0,114050007
114050004,30,0,114055102
114064100,53,1,114060001
114060000,52,0,114060002
114060000,18,1,114060007
114060000,15,0,114060008
114080000,27,0,114080004
114080000,31,1,114080007
114100000,79,1,114100001
114100000,77,0,114100002
114103100,39,0,114100003
114103100,43,1,114100005
114103100,16,0,114103103
114110000,56,1,114110001
114110000,48,0,114110002
114110000,30,1,114110003
114110000,25,1,114110004
114110000,18,1,114110005
114120000,64,1,114120001
114120000,56,0,114120002
114120000,33,1,114120003
114120000,29,0,114120004
114120000,25,1,114120005
114140000,67,1,114140001
114143100,41,0,114140002
114140000,34,0,114140003
114144100,33,0,114140004
114143100,44,1,114140005
114143100,19,0,114140006
114140000,39,1,114140007
114143100,15,1,114143104
114144100,35,1,114144101
114150000,54,0,114150002
114150000,42,0,114150004
114153100,40,1,114150005
114150000,37,1,114150006
114150000,23,1,114150007
114150000,20,1,114150009
114150000,42,1,114150011
114153100,39,0,114153102
114160000,72,1,114160001
114160003,39,0,114160003
114161100,34,0,114160005
114160000,41,0,114160006
114160000,16,0,114160009
114160003,38,1,114160013
114160003,18,1,114160015
114161100,36,1,114161105
114170000,48,1,114170001
114170000,42,0,114170002
114170003,25,1,114170003
114170004,22,0,114170004
114170000,17,1,114170005
114170003,24,0,114175102
114170004,32,1,114175201
114180000,70,1,114180001
114184100,43,1,114180003
114180004,40,0,114180004
114184200,38,1,114180005
114180000,52,0,114180010
114180000,18,0,114180014
114180000,49,1,114180015
114184100,36,0,114184102
114184200,30,0,114184202
114180004,33,1,114185101
114193100,53,0,114190003
114190000,45,1,114190004
114190005,45,0,114190005
114193300,43,1,114190006
114193100,52,1,114190007
114190009,29,1,114190009
114193100,21,1,114190010
114193300,17,1,114190011
114193100,19,1,114190012
114193300,37,0,114190013
114190000,38,0,114190016
114190009,27,0,114195202
114200000,61,1,114200001
114200000,54,0,114200002
114200000,37,1,114200003
114200000,35,0,114200004
114200000,24,0,114200005
115010000,54,0,115010001
115014100,29,0,115010002
115010000,24,0,115010003
115010004,20,1,115010004
115014100,33,1,115014101
115020000,54,1,115020001
115020000,44,0,115020002
115020000,62,0,115020003
115020000,29,0,115020004
115020000,27,1,115020009
115030002,34,1,115030002
115030000,26,0,115030003
115030000,35,1,115030004
115030002,32,0,115035102
115050000,52,1,115050001
115050000,46,0,115050002
115050000,26,1,115050003
115060000,64,0,115060003
115070000,58,1,115070001
115070000,53,0,115070002
115070000,36,1,115070003
115070004,27,1,115070004
115070000,18,0,115070005
115070004,21,0,115075102
115080000,58,1,115080001
115080000,54,0,115080002
115080003,36,0,115080003
115080004,34,1,115080004
115080005,28,0,115080005
115080000,18,0,115080007
115080004,25,0,115085202
115080005,26,1,115085301
115090000,58,0,115090003
115091100,61,1,115090004
115091100,33,1,115090005
115090006,27,0,115090006
115090000,19,1,115090007
115090006,33,1,115095101
115100000,56,1,115100001
115100000,47,0,115100002
115100003,28,0,115100003
115100000,25,0,115100004
115100000,23,1,115100005
115100000,16,0,115100006
115110000,61,1,115110001
115110000,51,0,115110002
115114100,32,0,115110004
115114100,21,1,115110005
115110000,15,0,115110006
115114100,40,1,115114101
115120000,44,1,115120002
115120000,42,0,115120003
115120000,17,1,115120004
115130000,91,1,115130001
115130000,76,0,115130002
115140000,71,0,115140002
115144100,45,1,115140003
115140004,41,1,115140004
115140000,38,0,115140005
115140000,16,1,115140006
115140000,44,1,115140010
115144100,42,0,115143104
115140004,27,0,115145102
115153100,38,0,115150003
115150000,27,0,115150005
115150000,23,0,115150006
115150000,19,0,115150007
115150000,49,1,115150008
115150000,57,0,115150009
115150000,27,1,115150011
115160001,63,1,115160001
115160000,21,1,115160003
115170001,56,1,115170001
115170000,60,0,115170002
115170000,36,1,115170003
115170000,25,1,115170005
115170000,19,1,115170006
115170000,26,0,115170008
115180000,61,0,115180001
115180000,32,1,115180002
115180003,28,1,115180003
115180000,24,0,115180004
115183100,41,1,115180006
115180000,32,1,115180007
115183100,38,0,115183103
115180003,22,0,115185102
115190000,83,0,115190002
115193100,54,1,115190003
115193100,49,0,115190004
115190011,48,1,115190011
115193300,37,1,115190012
115190000,26,0,115190013
115190011,45,0,115190015
115190011,17,0,115190016
115190017,25,0,115190017
115190017,34,1,115190019
115193300,35,0,115193302
115190000,29,1,115194101
115200000,66,1,115200001
115200000,66,0,115200002
115200003,42,0,115200003
115204100,35,1,115200004
115200006,25,0,115200006
115200000,18,1,115200007
115200008,52,1,115200008
115200006,26,1,115200009
115220000,50,1,115220001
115220000,53,0,115220002
115220000,23,1,115220003
115220005,39,1,115220005
115224100,42,1,115220007
115220000,20,1,115220008
115224100,32,0,115224102
115220005,33,0,115225102
115220005,16,1,115225103
115230000,53,1,115230001
115230000,41,0,115230002
115230000,23,1,115230003
115230004,19,0,115230004
115230004,30,1,115235101
115240000,35,0,115240004
115240000,39,1,115240005
115240000,15,1,115240006
115250000,59,0,115250002
115250000,38,0,115250003
115254100,35,0,115250004
115250006,27,0,115250006
115250000,26,1,115250007
115250000,67,1,115250008
115254100,49,1,115254101
115250006,32,1,115255101
115260000,63,0,115260002
115270000,56,0,115270002
115270000,32,1,115270003
115281100,58,1,115280001
115281100,46,0,115280002
115281100,28,1,115280004
115280000,39,0,115280007
115280000,16,1,115280011
115293100,52,1,115290002
115293100,43,0,115290003
115293100,22,1,115290005
115293200,49,1,115290006
115293200,43,0,115290007
115290000,34,0,115290010
115293100,18,0,115290011
115290000,39,1,115290012
115293100,16,1,115293106
115293200,17,0,115293203
115300000,47,1,115300001
115300000,48,0,115300002
115300000,22,1,115300003
115300000,16,0,115300008
116010000,64,1,116010001
116010000,55,0,116010002
116010000,21,0,116010003
116020000,31,0,116020003
116040000,72,1,116040001
116040000,68,0,116040002
116044100,28,0,116040003
116050000,59,1,116050001
116050000,51,0,116050002
116054100,31,0,116050003
116050000,23,0,116050004
116060000,61,1,116060001
116060000,59,0,116060002
116063100,44,1,116060003
116020000,39,1,116060005
116060006,36,0,116060006
116063100,32,0,116063106
116060006,40,1,116065101
116070000,72,1,116070001
116070000,68,0,116070002
116072100,38,1,116070003
116074100,33,1,116070004
116070005,29,0,116070005
116072100,34,0,116072102
116074100,27,0,116074102
116070005,37,1,116075101
116080000,48,0,116080002
116080000,18,0,116080004
116090000,51,0,116090002
116090003,30,1,116090003
116090000,19,1,116090005
116090003,20,0,116095102
116101100,42,0,116100002
116100000,52,0,116100003
116100000,51,1,116100004
116100000,35,0,116100007
116100000,15,1,116100008
116101100,16,1,116101104
116110000,62,1,116110001
116110000,52,0,116110002
116113100,33,0,116110003
116110004,22,1,116110004
116120000,55,0,116120001
116180000,29,0,116120002
116124100,26,0,116120003
116120000,59,1,116120004
116120005,19,1,116120005
116124100,40,1,116124102
116130002,47,0,116130002
116130000,22,1,116130004
116130000,88,0,116130006
116130002,33,1,116135101
116140000,63,0,116140001
116140000,80,1,116140003
116150000,86,1,116150001
116150000,76,0,116150002
116152100,46,0,116150005
116152100,23,1,116150006
116150007,20,0,116150007
116152100,15,0,116152105
116170000,80,1,116170001
116170000,46,1,116170005
116170000,39,0,116170006
116180000,79,0,116180002
116180000,39,1,116180003
116190000,63,1,116190001
116190000,60,0,116190002
116192100,38,1,116190003
116194100,33,1,116190004
116190000,30,0,116190005
116190006,25,1,116190006
116190000,23,1,116190007
116194100,29,0,116194102
116200000,61,1,116200001
116204100,39,1,116200003
116200000,63,0,116200006
116200000,16,1,116202103
116204100,36,0,116204104
116210000,54,0,116210003
116230000,41,1,116230002
116230000,39,0,116230003
116230000,16,0,116230004
116240000,66,0,116240002
116241100,41,0,116240003
116241100,47,1,116241101
116250000,49,1,116250001
116250000,42,0,116250002
116254100,30,0,116250003
116250004,24,0,116250004
116250005,20,0,116250005
116254100,33,1,116254101
116270000,66,1,116270001
116280000,50,1,116280001
116280000,47,0,116280002
116280000,26,1,116280003
116280004,19,1,116280004
116290000,73,0,116290001
116300000,82,1,116300001
116300000,66,0,116300002
116300000,42,0,116300003
116303100,33,1,116300004
117010000,56,1,117010003
117010000,50,0,117010004
117010000,18,0,117010005
117020000,58,1,117020001
117020000,59,0,117020002
117024200,35,1,117020005
117024300,31,0,117020006
117024200,28,0,117024202
117024300,33,1,117024301
117030000,62,0,117030002
117034101,35,0,117030003
117033100,46,1,117030004
117033100,42,0,117030005
117034101,35,1,117034101
117042100,42,0,117040004
117040000,66,0,117040007
117040000,29,1,117040008
117050000,45,1,117050001
117050000,40,0,117050002
117050000,22,1,117050003
117050006,15,0,117050006
117100000,62,1,117100001
117100000,60,0,117100002
117104100,33,0,117100003
117104100,39,1,117104101
117110000,54,0,117110002
117113100,34,0,117110003
117110000,58,1,117110004
117110000,15,0,117110007
117113100,45,1,117113101
117120000,48,0,117120002
117120003,30,1,117120003
117120000,26,0,117120004
117120000,23,1,117120005
117120000,68,0,117120006
117124100,42,1,117120007
117120000,63,1,117120008
117120000,29,1,117120010
117124100,36,0,117124102
117120003,20,0,117125102
117130000,66,1,117130001
117130003,35,1,117130003
117130004,30,0,117130004
117130000,61,0,117130005
117130006,27,1,117130006
117130000,20,0,117130007
117130003,33,0,117135102
117130004,33,1,117135201
117130006,23,0,117135302
117140001,52,1,117140001
117140000,48,0,117140002
117140000,23,1,117140003
117140000,20,1,117140005
117150000,66,1,117150001
117150000,59,0,117150002
117154100,36,1,117150003
117154100,37,0,117154102
117160000,51,1,117160001
117160000,49,0,117160002
117160000,27,0,117160003
117160000,23,0,117160004
117170000,68,1,117170001
117170000,63,0,117170002
117170003,38,1,117170003
117170003,28,0,117170007
117181100,69,0,117180002
117182100,67,0,117180003
117180000,61,0,117180004
117181100,44,0,117180005
117182100,30,0,117180008
117180009,42,0,117180009
117180000,28,0,117180012
